,val_loss,val_acc,loss,acc
0,0.060119262646183426,0.9775960170697012,0.18273364423093705,0.9503600429078604
1,0.06412846820101621,0.9829302987197724,0.019748480057208858,0.9924927225371534
2,0.045511109358892216,0.9861308677098151,0.012559618304396695,0.9964761758847863
3,0.032178149358658696,0.9893314366998578,0.003035046137908312,0.9990807415351617
4,0.08103146055920103,0.9850640113798008,0.014225849359816644,0.996016546652367
5,0.140570722481307,0.955547652916074,0.01628576165903959,0.9955569172829677
6,0.11846184005069929,0.9793741109530584,0.030082926266289185,0.9906542056074766
7,0.04119959274526984,0.9864864864864865,0.010375981442927439,0.996629385628926
8,0.04301037573258703,0.9854196301564723,0.0020161626701545293,0.9995403707675808
9,0.04753759651655038,0.9861308677098151,0.0005530057230557947,0.9998467902558603
