,val_loss,val_acc,loss,acc
0,0.0568024199651382,0.9783072546230441,0.31978805012737277,0.917419947917819
1,0.04072411406112839,0.9861308677098151,0.04835525191766719,0.9843726059607676
2,0.045801851391412414,0.9896870554765291,0.027657420537259725,0.9906542056166087
3,0.03619472005025395,0.9882645803698435,0.013262969570273514,0.996629385628926
4,0.03854533929749388,0.9896870554765291,0.010809508009225996,0.9970890148613452
5,0.044306999870113065,0.9882645803698435,0.012053699966052626,0.9964761758847863
6,0.04196076857680465,0.9911095305832148,0.03867038800329043,0.9894285276543588
7,0.049418589289189026,0.9882645803698435,0.017557173988764604,0.995403707538828
8,0.043775567063581204,0.9893314366998578,0.009414310179434183,0.9967825953730657
9,0.05728018869541521,0.9864864864864865,0.007780803683325828,0.9977018538379041
